id,original_payload,corelationid,error_code,timestamp,error_text,error_type,interface_name,logid,log_message,payload,queue,replay_queue,source_name,target_name
1,NULL,59544181-570b-4401-8668-bb8476fd411f,NULL,"2018-10-18 13:15:02",NULL,NULL,NULL,78c9d7b3-1c2e-49d9-a0b0-d574cd9849f5,NULL,NULL,NULL,NULL,NULL,NULL
